"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"hsa.mir.106a",1.46477291470096,6.14244392469164,9.67299380839213,1.48117846105245e-20,1.24890274784195e-19,35.5364216556524
"hsa.mir.24.2",-0.802955316407436,9.08259963780536,-9.67866869156546,1.41251295551787e-20,1.21870303836542e-19,35.4472040776498
"hsa.mir.191",0.845025526353613,8.38897371971408,9.65953118025172,1.65759783796191e-20,1.36659732863082e-19,35.3361558603331
"hsa.mir.26a.1",-0.615085420175666,9.84380149096093,-9.63653703029073,2.00836747834092e-20,1.61979203144452e-19,35.0869468678828
"hsa.mir.5586",1.76087533235007,1.10588632718416,9.44304475479398,9.97364534236131e-20,7.70879671253343e-19,33.9926313078559
"hsa.mir.27a",-0.715796527548558,8.96663989737903,-9.491768699965,6.67602257849767e-20,5.26979654600561e-19,33.914432001085
"hsa.mir.3653",1.73572096711957,2.04092758679584,9.32644527731713,2.59111973474464e-19,1.92261084318052e-18,32.9807224789366
"hsa.mir.3074",1.66563440151986,1.91007126175345,9.32214065536255,2.68364664922361e-19,1.95222138600384e-18,32.9542832334422
"hsa.mir.29c",-0.751941244341354,11.6466045037562,-9.34643467238092,2.20121392981941e-19,1.66663340400613e-18,32.7030876854647
"hsa.mir.378c",-1.01546569848174,2.5523427290498,-9.01629894691999,3.15144218667735e-18,2.24843279087942e-17,30.3036940384398
"hsa.mir.654",-0.863239092043784,3.87010802916041,-8.96045078386874,4.91006116667195e-18,3.43704281667036e-17,29.8142091755255
"hsa.mir.100",-0.969233707274254,12.9651497348518,-8.81716052839918,1.51778590830312e-17,1.04277513329715e-16,28.517191195867
"hsa.mir.379",-0.963750798886902,8.65744027404013,-8.79883439646134,1.75178033489302e-17,1.1816554622642e-16,28.4111714664236
"hsa.mir.501",1.00755451429128,3.88042014926077,8.75503240046273,2.46562786541332e-17,1.60482094397954e-16,28.2916672857033
"hsa.mir.378a",-1.00236301375861,8.72719838858232,-8.76995540596059,2.19489304965419e-17,1.4541166453959e-16,28.1862962708434
"hsa.mir.452",-0.975852039002572,5.03729764056865,-8.46566801611901,2.28484426936551e-16,1.46151245505966e-15,25.9807077084209
"hsa.mir.136",-1.00608665005449,4.83399253470075,-8.43502017813126,2.88306730128823e-16,1.81291181148802e-15,25.7573781700881
"hsa.mir.660",0.79058408837907,5.5682676548461,8.40056875294745,3.74163044970556e-16,2.31357482806794e-15,25.5260551325659
"hsa.mir.496",-0.967307846932369,0.258505173956595,-8.28841038492837,8.69365969236777e-16,5.20217378365878e-15,24.9455750939888
"hsa.mir.153.1",1.81545447877202,1.02271582118912,8.24609252946832,1.19230592814118e-15,7.02135713238695e-15,24.7765139777008
"hsa.mir.99a",-0.828617332249367,11.1881632648815,-8.32008347863153,6.85772254781498e-16,4.17084436924485e-15,24.7579004626565
"hsa.mir.126",0.805055490338502,10.293831752771,8.2267473951728,1.37696829969414e-15,7.98211311228946e-15,24.0998048202816
"hsa.mir.127",-0.778833760784166,8.65605359026996,-8.06070826457502,4.68912303636545e-15,2.67640714844858e-14,22.8999887526118
"hsa.mir.130b",0.844617895364553,3.24085522468532,7.89391672100867,1.5751782189658e-14,8.59398704759283e-14,21.9633016482055
"hsa.mir.326",-1.07869627173606,1.0559593428108,-7.88428208376328,1.68837848646045e-14,9.0780930214033e-14,21.9467183652488
"hsa.mir.134",-0.79521821402587,6.71910676347887,-7.90224221618934,1.48341344811354e-14,8.3385816553049e-14,21.8152190494237
"hsa.mir.101.1",-0.651235331441254,12.8264317402944,-7.89498151588376,1.56313668709793e-14,8.59398704759283e-14,21.6741496305877
"hsa.mir.484",0.682809002929347,4.65013646539077,7.85978475305046,2.01361997083758e-14,1.06721858454392e-13,21.6316263304123
"hsa.mir.615",1.88182090378748,-0.267793735425815,7.56985092785023,1.5683785058174e-13,8.19532993884865e-13,20.038553071684
"hsa.mir.19a",1.06993748326351,3.92619965170591,7.52530560614833,2.13847240744567e-13,1.1019073099477e-12,19.3650587508544
"hsa.mir.103a.1",0.446430686151286,12.7479075408328,7.50845516346713,2.40368508070215e-13,1.22159885608287e-12,18.985218511135
"hsa.mir.20b",1.1798422357631,7.25583966081253,7.41404017617228,4.61017905411294e-13,2.31131949875122e-12,18.4724948828381
"hsa.mir.133a.1",-1.09818175755883,5.74771816990817,-7.40752292753076,4.82100804859749e-13,2.38479198137289e-12,18.4165076935153
"hsa.mir.450b",-1.07631701250366,2.13778363414615,-7.36011472577362,6.66806582305165e-13,3.25506897414758e-12,18.2505906237025
"hsa.mir.212",-0.773694108882982,2.1765378270474,-7.34748291900006,7.26795096307929e-13,3.50183091857457e-12,18.1788963932499
"hsa.mir.101.2",-0.586574900453748,12.8933110903156,-7.32327481638333,8.56975411555339e-13,4.07612663701321e-12,17.7348206694461
"hsa.mir.675",-1.71679252143333,0.624789667196978,-7.25981060755767,1.31727073049616e-12,6.18617013941866e-12,17.6643276262942
"hsa.mir.589",0.542805425664334,5.16357522235276,7.18488264763204,2.17996233702827e-12,1.01095753379686e-11,17.0045494068335
"hsa.mir.296",-1.06624512767392,-0.258233844416278,-7.02102688625763,6.46504045469934e-12,2.85539286749221e-11,16.2511899681405
"hsa.mir.30e",-0.397799801481692,13.1499373582373,-7.08861105224868,4.13896130542605e-12,1.89574647446057e-11,16.1882295377158
"hsa.mir.330",-0.726031825233856,3.00293984054662,-7.03638378950238,5.84375830456533e-12,2.61208955541414e-11,16.0856105126126
"hsa.mir.103a.2",0.413764208092714,12.7500070763322,7.07104505671644,4.64915199291289e-12,2.10345779191547e-11,16.0749536966568
"hsa.mir.629",0.707479451036863,6.10350022383526,7.01411466009685,6.76544549434301e-12,2.95291797458971e-11,15.8644568350824
"hsa.mir.454",0.684707369339823,2.36493359168543,6.89256548932372,1.49489090656867e-11,6.37476467053994e-11,15.2987236732828
"hsa.mir.30b",0.715911758249101,9.0184965278747,6.90795029138352,1.35299440961831e-11,5.83675495312084e-11,15.0871765653888
"hsa.mir.197",0.518079685852744,7.09506663704539,6.83267271471153,2.20032978636107e-11,9.27639034931768e-11,14.6663613856384
"hsa.mir.18a",0.891686846876789,1.9652010730705,6.75700339062886,3.57188131174414e-11,1.4724088518412e-10,14.5088091461164
"hsa.mir.331",-0.820163896457746,3.25387941438601,-6.76208994732824,3.45790029851532e-11,1.44143933792043e-10,14.3282707896105
"hsa.mir.455",-0.740931324050265,6.19317081482859,-6.75392265279044,3.64269946715045e-11,1.48510055199211e-10,14.1677074939082
"hsa.mir.671",0.667858250047383,1.78593026690362,6.65841179642108,6.67112103068859e-11,2.69020206781029e-10,13.8978682570966
"hsa.mir.4668",1.13000960601814,-0.40313254628746,6.59545108071269,9.90281614458531e-11,3.71105534307187e-10,13.7418083214971
"hsa.mir.576",0.711781959713557,2.49598042822961,6.63781616513039,7.59390142785861e-11,2.95846414285637e-10,13.7007321784893
"hsa.mir.4786",-0.94987191831036,-0.543014510076403,-6.60372585394126,9.40343708572881e-11,3.55987261102591e-10,13.6774561062171
"hsa.mir.139",-0.689812175905551,5.84396370244636,-6.65293241518029,6.90529124192348e-11,2.75469145242324e-10,13.5560040664195
"hsa.mir.107",-0.465839925204199,4.96724633327216,-6.63802924883807,7.58374194992024e-11,2.95846414285637e-10,13.503954879407
"hsa.mir.181c",-0.569349399426814,6.3818955333652,-6.63653379763107,7.65532500577388e-11,2.95846414285637e-10,13.4389061100548
"hsa.mir.133a.2",-0.973126667522198,5.57267979261947,-6.60668128751765,9.23113062923083e-11,3.53066954994293e-10,13.2737842953358
"hsa.mir.4677",0.678852357189823,1.81527717485789,6.54470141806485,1.3585625844861e-10,4.99036355291429e-10,13.2025732112056
"hsa.mir.362",0.758582057039067,3.02124600208068,6.5417507859438,1.38368438917932e-10,5.03281282730909e-10,13.069610266463
"hsa.mir.410",-0.7051732141601,3.09112610981307,-6.54872854231257,1.32499552196995e-10,4.91573338650851e-10,13.0267300006509
"hsa.mir.203b",-1.28804000436417,0.210581578411474,-6.46683390637151,2.19834094256506e-10,7.91829601642366e-10,12.7281619396946
"hsa.mir.15a",0.484082904210014,6.6077734576523,6.42452506230485,2.84973913498577e-10,1.01396792017424e-09,12.1765905418448
"hsa.mir.1.1",-0.912995957310317,6.57203354000576,-6.42338283046392,2.86972052879501e-10,1.01396792017424e-09,12.1302877435833
"hsa.mir.1.2",-0.906111115297906,6.66278436338348,-6.36390354279447,4.12328987677648e-10,1.44315145687177e-09,11.7731703864184
"hsa.mir.299",-0.730442869254367,0.951252979940197,-6.26702324903892,7.39691934988623e-10,2.56472624187644e-09,11.5164368418146
"hsa.mir.1258",-1.10977649809183,-0.0568876093861255,-6.22252034202545,9.65085974299851e-10,3.28483391252518e-09,11.3335907773217
"hsa.mir.628",-0.530396064118858,2.53310461577407,-6.23197576938784,9.12177752122809e-10,3.1334995003478e-09,11.1861821281455
"hsa.mir.758",-0.590883275124834,3.14542606051213,-6.1580672010534,1.41469307812135e-09,4.77137392711836e-09,10.7167049031824
"hsa.mir.3651",1.41991805845439,-0.572307579785707,6.05385411561537,2.60732846077955e-09,8.41146833868881e-09,10.5739352684501
"hsa.let.7c",-0.573283227053979,12.5274648345664,-6.12313976415203,1.73809719242908e-09,5.80931584136206e-09,10.2766289220817
"hsa.mir.30a",-0.580158213881532,14.8627309296341,-6.10509690840778,1.93240397437498e-09,6.40108816511711e-09,10.1723064845836
"hsa.mir.1301",0.674380129034355,1.82957767387864,6.02038572736081,3.16720920056579e-09,1.01296087362923e-08,10.1317669991232
"hsa.mir.3065",0.91353629389398,5.35384291762244,6.06271320715499,2.47610299497205e-09,8.12950629322681e-09,10.1277485072385
"hsa.mir.664a",0.490267019982217,5.0497151726174,6.05513429002451,2.58795443527664e-09,8.41146833868881e-09,10.0831481938377
"hsa.mir.1291",1.06486426800042,-0.876160530979664,5.92998499359705,5.3324124434684e-09,1.621577882399e-08,9.88293828445924
"hsa.mir.1271",-0.701089541876081,0.551938803164606,-5.96929884811501,4.25482305820871e-09,1.32650365932389e-08,9.85870956221737
"hsa.mir.532",0.459913254711771,9.59802706574702,5.99420995320307,3.6853537005742e-09,1.16860360932737e-08,9.58663521271065
"hsa.mir.542",-0.812715481346167,6.50667004039453,-5.97075307852482,4.21934058068277e-09,1.32650365932389e-08,9.51255124262442
"hsa.mir.145",-0.696504618575135,12.2640354297043,-5.96139512303753,4.4528213607716e-09,1.37666393737189e-08,9.35958450805991
"hsa.mir.199b",-0.492063697332336,10.6018567187339,-5.93946718108047,5.05040216496002e-09,1.54851173818196e-08,9.244455754926
"hsa.mir.323b",-0.989870033651029,-0.590498502818256,-5.80314370859044,1.09538686236104e-08,3.3039717555768e-08,9.0506553891252
"hsa.mir.377",-0.645905259897318,0.834910900839226,-5.76305278872023,1.37155478920614e-08,4.07077461436381e-08,8.69523513894242
"hsa.mir.369",-0.576507763811307,2.59673721607662,-5.77382832956974,1.29128970164484e-08,3.86345547830836e-08,8.59936790836582
"hsa.mir.891a",-1.29694647810757,1.55921756465626,-5.71092462106546,1.83371337822252e-08,5.39926716921076e-08,8.29465532010648
"hsa.mir.4746",0.9840696149529,0.243453874722623,5.61396872455168,3.12863678159186e-08,8.92864804592755e-08,8.12031497371607
"hsa.mir.1296",0.709775850928803,2.60270871681781,5.6591465800075,2.44148565481993e-08,7.07649357764214e-08,8.06960047835177
"hsa.mir.196a.1",-0.974739473826948,0.238109376132188,-5.62939867588219,2.87509651771684e-08,8.26868843467401e-08,8.01700684382141
"hsa.mir.486.2",-0.899762621850669,3.29825609760422,-5.670426312155,2.29430636766056e-08,6.70226505828399e-08,7.98727406875283
"hsa.mir.339",0.451600012329129,4.13149047716779,5.53481786178821,4.8117244685957e-08,1.36270975408321e-07,7.28075649428623
"hsa.mir.411",-0.621621215902073,2.48067805717206,-5.4872237682979,6.21784795380687e-08,1.74759211428966e-07,7.08075350111087
"hsa.mir.651",0.790608723430377,0.857873213865489,5.41184230789883,9.29672344664345e-08,2.53609146963582e-07,6.9799038149043
"hsa.mir.320a",0.564509625797568,8.56020632056314,5.47380886427614,6.68153747598745e-08,1.86379729593334e-07,6.79767790898313
"hsa.mir.199a.2",-0.408993254552347,10.1797852532736,-5.46111295482853,7.15120780090238e-08,1.97992395084685e-07,6.67471334097162
"hsa.mir.486.1",-0.864528304820491,3.29966127717627,-5.41679724534406,9.05544233028367e-08,2.48856970706314e-07,6.65704903713605
"hsa.mir.590",0.472191299075166,3.35994480762245,5.38942352244344,1.04686652312579e-07,2.83494511007056e-07,6.57679287181655
"hsa.mir.6510",-1.4208252972796,1.58056974369458,-5.36331279755128,1.20148068019852e-07,3.2300676257511e-07,6.46322298887952
"hsa.mir.218.2",-0.391387845760229,4.68226010014894,-5.35741379712903,1.2393639089866e-07,3.30794251966928e-07,6.31151378828406
"hsa.mir.1976",0.538552810522694,1.94682050946193,5.30920509768261,1.5955500774447e-07,4.19822041653888e-07,6.30383897473804
"hsa.mir.3130.2",-0.89045487842857,0.15925011370404,-5.23295649073501,2.36988020417424e-07,6.14843045978073e-07,6.00029364402969
"hsa.mir.205",-1.69162434532973,8.83907452779608,-5.32080609423568,1.50170850281792e-07,3.97952753246748e-07,5.96192636112429
"hsa.mir.652",-0.469968092531799,3.27338999409049,-5.24641869271215,2.21076976870982e-07,5.77602524078411e-07,5.80998676423308
"hsa.mir.1304",1.08229628374573,-0.992250908594031,5.14506623111799,3.71681049071846e-07,9.50990822107965e-07,5.79091893973342
"hsa.mir.944",-0.951114224094667,0.355993077567564,-5.09999083278691,4.67003567901715e-07,1.1867008472023e-06,5.31194428854674
"hsa.mir.218.1",-0.378261716339448,4.74337987465181,-5.14808919215052,3.6601140024205e-07,9.42987704790281e-07,5.26265582709208
"hsa.mir.26b",0.368789213082631,9.46814839443774,5.09173478408997,4.86856119621351e-07,1.22873211142531e-06,4.84914681892304
"hsa.mir.491",0.616552591234998,1.4436879653332,4.99647869469325,7.83816073960931e-07,1.95164941905708e-06,4.84151159859409
"hsa.mir.500b",0.528652331501738,1.62977013219509,4.9786013433965,8.56366523800199e-07,2.11807986886583e-06,4.7199262628007
"hsa.mir.130a",-0.416954983242925,5.92732581834906,-5.00205915934159,7.62411441784975e-07,1.91118003312315e-06,4.50729336700793
"hsa.mir.432",-0.520854524146057,1.7898530936497,-4.94755914880319,9.98019653814993e-07,2.45208802361167e-06,4.46143325454707
"hsa.mir.5706",0.993894818301889,-0.618506338004819,4.86681508769519,1.48049839683919e-06,3.56665522874895e-06,4.45638652418286
"hsa.mir.32",0.605423436183857,4.88203168046728,4.89876384065626,1.26743561753709e-06,3.09354351385699e-06,4.09114714660464
"hsa.mir.10a",-0.617435583196394,11.6343036209738,-4.89730504720755,1.27648382727707e-06,3.09526470535811e-06,3.87568659127949
"hsa.mir.4449",1.07923655618257,-0.809252421373353,4.69761512054226,3.32305524690117e-06,7.80287023164768e-06,3.68995772474614
"hsa.mir.3677",-0.589829296670867,1.33135979862855,-4.74556426725958,2.64912407976466e-06,6.30016047174801e-06,3.56635638906674
"hsa.mir.363",0.641112823625163,6.6526006911027,4.79055807968837,2.13778160824311e-06,5.11688372037545e-06,3.52026607558738
